x,y,inferred_value,qw,max_depth,population,max_it
-73.8563813411499,40.68260367838832,78.46894409937889,5,2,10,10
-73.85989759147256,40.67029147072908,78.46894409937889,5,2,10,10
-73.81224257083633,40.67385793695208,78.46894409937889,5,2,10,10
-73.85884049977184,40.70214302105637,78.46894409937889,5,2,10,10
-73.84183340899435,40.69165160077943,78.46894409937889,5,2,10,10
-73.78223551705342,40.671745606664565,78.46894409937889,5,2,10,10
-73.7844081498316,40.67547778708981,78.46894409937889,5,2,10,10
-73.75133229363723,40.66725397865689,78.46894409937889,5,2,10,10
-73.7976091899152,40.70161819988648,78.46894409937889,5,2,10,10
-73.76443247749135,40.69029791046085,78.46894409937889,5,2,10,10
-73.84497520948308,40.75282846846276,78.46894409937889,5,2,10,10
-73.85191686011176,40.71532493942893,78.46894409937889,5,2,10,10
-73.83744871458599,40.72102505488189,78.46894409937889,5,2,10,10
-73.85311853604188,40.75289272350942,78.46894409937889,5,2,10,10
-73.8407521837791,40.73963733476372,78.46894409937889,5,2,10,10
-73.77445388674442,40.72675234900986,78.46894409937889,5,2,10,10
-73.79352668396038,40.726914122110024,78.46894409937889,5,2,10,10
-73.77705714052604,40.71810169283046,78.46894409937889,5,2,10,10
-73.79218654652755,40.73600963666409,78.46894409937889,5,2,10,10
-73.75613929185467,40.74680437283661,77.98372168478214,5,2,10,10
-73.91669094146971,40.670833829051446,78.46894409937889,6,2,10,10
-73.90211111371217,40.67923887940009,78.46894409937889,6,2,10,10
-73.88154373892912,40.674445872789086,78.46894409937889,6,2,10,10
-73.91977235415216,40.70160971729335,78.46894409937889,6,2,10,10
-73.87734194772098,40.68748323571093,78.46894409937889,6,2,10,10
-73.80112550957736,40.7017195730351,78.46894409937889,6,2,10,10
-73.83277608381513,40.67931446511551,78.46894409937889,6,2,10,10
-73.82580587899562,40.67497533290585,78.46894409937889,6,2,10,10
-73.83252409102137,40.702464908166945,78.46894409937889,6,2,10,10
-73.82455304334403,40.686772728723085,78.46894409937889,6,2,10,10
-73.87255174194014,40.72554808627855,78.46894409937889,6,2,10,10
-73.91389033250992,40.720769649813874,78.46894409937889,6,2,10,10
-73.8729236689601,40.724523841472376,78.46894409937889,6,2,10,10
-73.90735845935524,40.75552190955903,78.46894409937889,6,2,10,10
-73.88627180280626,40.74506409587366,78.46894409937889,6,2,10,10
-73.85605640202027,40.71292046379271,78.46894409937889,6,2,10,10
-73.83020512249196,40.721697432888156,78.46894409937889,6,2,10,10
-73.81299119215804,40.71948775037985,78.46894409937889,6,2,10,10
-73.82989785899694,40.75187766603067,78.46894409937889,6,2,10,10
-73.80917631718712,40.73285381111378,78.46894409937889,6,2,10,10
-73.99934602462181,40.7186870348335,77.56050940022232,1,3,10,10
-74.0066938365653,40.720626867127514,78.46894409937889,1,3,10,10
-74.00708377708679,40.7186870348335,78.46894409937889,1,3,10,10
-74.00682297517027,40.720810089816624,78.46894409937889,1,3,10,10
-74.00024118395211,40.72082520680971,78.46894409937889,1,3,10,10
-74.00235753258158,40.71992097155285,72.3495053672911,1,3,10,10
-73.99975893355489,40.71905962967871,74.79353233830845,1,3,10,10
-74.00188206803689,40.72084557686646,73.66597642561324,1,3,10,10
-74.00026250225815,40.720774821944204,78.46894409937889,1,3,10,10
-74.0079405378277,40.72486395652752,78.46894409937889,1,3,10,10
-74.0057928362635,40.72352650263208,73.40781387181738,1,3,10,10
-74.00354842744994,40.722574831150446,74.79353233830845,1,3,10,10
-74.00742491171142,40.72461019682704,78.46894409937889,1,3,10,10
-74.00505469804833,40.72460205729014,74.17446079419473,1,3,10,10
-74.00247428607577,40.72531619402485,78.46894409937889,1,3,10,10
-74.0026093706941,40.72514827013608,78.46894409937889,1,3,10,10
-74.00022537576206,40.725147102822056,78.46894409937889,1,3,10,10
-73.99424734175382,40.72188844887793,78.46894409937889,1,3,10,10
-73.99573496902151,40.721541501354466,78.46894409937889,1,3,10,10
-73.99770316459504,40.7189231995862,78.46894409937889,1,3,10,10
-73.99546265063567,40.7186870348335,78.46894409937889,1,3,10,10
-73.99826026920523,40.72075127119063,76.79650092081032,1,3,10,10
-73.99667050002972,40.721389560876744,78.46894409937889,1,3,10,10
-73.99470512245838,40.72108531687709,78.46894409937889,1,3,10,10
-73.99269831513637,40.71984479810915,78.46894409937889,1,3,10,10
-73.99239399189753,40.72034432463134,78.46894409937889,1,3,10,10
-73.99400689040233,40.72170242206991,78.46894409937889,1,3,10,10
-73.99117053006464,40.72079622830734,78.46894409937889,1,3,10,10
-73.9966389769166,40.72220603686731,78.46894409937889,1,3,10,10
-73.997704481308,40.72264793166243,78.46894409937889,1,3,10,10
-73.99523210289244,40.723286391446244,78.46894409937889,1,3,10,10
-73.99696026188332,40.724488127190064,74.17446079419473,1,3,10,10
-73.9960157636268,40.7241036625291,78.46894409937889,1,3,10,10
-73.99199580029861,40.72254555790032,78.46894409937889,1,3,10,10
-73.99262924261066,40.722036880341726,78.46894409937889,1,3,10,10
-73.99199563344264,40.72294829884368,78.46894409937889,1,3,10,10
-73.99335807618966,40.725079034719194,78.46894409937889,1,3,10,10
-73.99221616467673,40.724619954492965,75.62780656303971,1,3,10,10
-74.00256788028572,40.72618821801302,78.46894409937889,1,3,10,10
-74.00442585036626,40.72619663615165,78.46894409937889,1,3,10,10
-74.00753008259616,40.72617228833971,76.52817437654674,1,3,10,10
-74.00430367197197,40.72590832079697,78.46894409937889,1,3,10,10
-74.0078916929926,40.728586657311375,78.46894409937889,1,3,10,10
-74.00494584465926,40.72758063392777,71.53245480287518,1,3,10,10
-74.00137614305154,40.72791418306929,78.46894409937889,1,3,10,10
-74.00273866105212,40.725812300615715,78.46894409937889,1,3,10,10
-74.00027177876073,40.72531619402485,78.46894409937889,1,3,10,10
-74.00160057722158,40.72787048583175,78.46894409937889,1,3,10,10
-73.99915631707219,40.72697348382269,78.46894409937889,1,3,10,10
-74.0039451721528,40.72994137884718,77.94013404389007,1,3,10,10
-74.00693359326831,40.72989352417396,74.17446079419473,1,3,10,10
-74.00420568115071,40.72951738341345,74.17446079419473,1,3,10,10
-74.00591292365152,40.7307050907311,74.17446079419473,1,3,10,10
-74.00452253740058,40.73028806341836,76.79650092081032,1,3,10,10
-73.99915631707219,40.7310493790785,78.46894409937889,1,3,10,10
-74.00316892911724,40.72984352607193,75.3939030244839,1,3,10,10
-74.00012168663915,40.72979277642676,76.74349944394429,1,3,10,10
-74.00135237226107,40.73162215972124,78.46894409937889,1,3,10,10
-73.99944899155474,40.73127093497134,78.46894409937889,1,3,10,10
-73.9968598807469,40.7319453532162,78.46894409937889,1,3,10,10
-73.99866557449832,40.727116749208356,78.46894409937889,1,3,10,10
-73.99531645285181,40.72620662364292,76.52817437654674,1,3,10,10
-73.99196829662814,40.72693703780647,78.46894409937889,1,3,10,10
-73.99268482368133,40.72667581981762,74.79353233830845,1,3,10,10
-73.9917143103334,40.72685556655185,78.46894409937889,1,3,10,10
-73.99265466960455,40.727152720647716,74.79353233830845,1,3,10,10
-73.99211908666102,40.72757456712204,77.56050940022232,1,3,10,10
-73.99689878531213,40.73177725137587,78.46894409937889,1,3,10,10
-73.99875246990493,40.729776558836065,74.42455858747992,1,3,10,10
-73.99909341255646,40.73125288057225,78.46894409937889,1,3,10,10
-73.99690032994424,40.731783562053174,78.46894409937889,1,3,10,10
-73.99476420669444,40.731435494460285,78.46894409937889,1,3,10,10
-73.9946411878596,40.73132289980478,78.46894409937889,1,3,10,10
-73.9903720963167,40.73089483601731,78.46894409937889,1,3,10,10
-74.221797978664,40.525398898005854,78.46894409937889,2,3,10,10
-74.22173012260566,40.52562148722201,78.46894409937889,2,3,10,10
-74.2210300963167,40.52442548382268,78.46894409937889,2,3,10,10
-74.221133828117,40.52515689394566,78.46894409937889,2,3,10,10
-74.22624179763744,40.52841772181215,72.5497737556561,2,3,10,10
-74.22592461185447,40.52848486014829,72.5497737556561,2,3,10,10
-74.22147253857891,40.52751291092592,78.46894409937889,2,3,10,10
-74.22511850907522,40.5275451585651,72.5497737556561,2,3,10,10
-74.2211669710451,40.52763039125842,78.46894409937889,2,3,10,10
-74.2246316155401,40.52884689835564,72.5497737556561,2,3,10,10
-74.22184755303265,40.528248363895955,78.46894409937889,2,3,10,10
-73.86219901483473,40.85997496035241,78.46894409937889,3,3,10,10
-73.8702153896007,40.844699074076296,78.46894409937889,3,3,10,10
-73.87172578533273,40.84553762560138,78.46894409937889,3,3,10,10
-73.87938829734752,40.84961867520053,74.17446079419473,3,3,10,10
-73.87190264857001,40.84838148352658,77.45725418908947,3,3,10,10
-73.85730021366125,40.849672091961274,78.46894409937889,3,3,10,10
-73.86853127680676,40.84525923100739,78.46894409937889,3,3,10,10
-73.85721445571734,40.84639912310504,78.46894409937889,3,3,10,10
-73.86697109345103,40.850859959136564,77.45725418908947,3,3,10,10
-73.85645521906278,40.85267232292079,78.46894409937889,3,3,10,10
-73.87269216345861,40.85516921721109,78.46894409937889,3,3,10,10
-73.8841044621292,40.8567239877205,76.79650092081032,3,3,10,10
-73.87350578777468,40.85589234901856,78.46894409937889,3,3,10,10
-73.88395279201936,40.86293607253312,76.79650092081032,3,3,10,10
-73.87358431579332,40.86242788105123,78.46894409937889,3,3,10,10
-73.86123276671704,40.85652327633983,78.46894409937889,3,3,10,10
-73.86654323907166,40.85440329069476,78.46894409937889,3,3,10,10
-73.85731419187579,40.855111209587406,78.46894409937889,3,3,10,10
-73.86594999739695,40.86112199279575,78.46894409937889,3,3,10,10
-73.86217947047133,40.85923613725699,78.46894409937889,3,3,10,10
-73.85325176770434,40.85347049408592,78.46894409937889,3,3,10,10
-73.84443700781577,40.85080293164965,78.46894409937889,3,3,10,10
-73.85044463979261,40.84414903543633,78.46894409937889,3,3,10,10
-73.8437699788094,40.84697086296334,78.46894409937889,3,3,10,10
-73.85588652272229,40.848890391002584,78.46894409937889,3,3,10,10
-73.84495195366527,40.85134211816026,78.46894409937889,3,3,10,10
-73.8418742856918,40.84443180790453,78.46894409937889,3,3,10,10
-73.84238245514541,40.84593671920413,78.46894409937889,3,3,10,10
-73.8295745924027,40.84479198684984,76.74349944394429,3,3,10,10
-73.83578250132773,40.852821916495635,73.92105263157895,3,3,10,10
-73.8313767902143,40.848717202359,74.67136517405697,3,3,10,10
-73.85277074674518,40.860114325285686,78.46894409937889,3,3,10,10
-73.85448811468488,40.85730338141015,78.46894409937889,3,3,10,10
-73.84883255998807,40.85783088348442,78.46894409937889,3,3,10,10
-73.85110942812042,40.85920473428634,78.46894409937889,3,3,10,10
-73.84405282800262,40.86274375945532,78.46894409937889,3,3,10,10
-73.8288938997272,40.86288501006243,78.46894409937889,3,3,10,10
-73.83549270827945,40.853325587823875,73.92105263157895,3,3,10,10
-73.83389490364623,40.85449395715671,73.92105263157895,3,3,10,10
-73.84068805125618,40.86340871816978,78.46894409937889,3,3,10,10
-73.83043129814124,40.86312473564596,78.46894409937889,3,3,10,10
-73.87350211223567,40.86927745621294,78.46894409937889,3,3,10,10
-73.87093987917245,40.86390973607446,78.46894409937889,3,3,10,10
-73.88335937032974,40.86786697248999,78.46894409937889,3,3,10,10
-73.87241949388938,40.86826428941885,78.46894409937889,3,3,10,10
-73.88410164179169,40.872071388094035,78.46894409937889,3,3,10,10
-73.87227612298614,40.86918895628561,78.46894409937889,3,3,10,10
-73.8640392038232,40.874288815033125,77.08547008547008,3,3,10,10
-73.8672504770891,40.8638264614751,78.46894409937889,3,3,10,10
-73.86216691257968,40.86847291516449,77.08547008547008,3,3,10,10
-73.86599770241048,40.87165788938946,77.08547008547008,3,3,10,10
-73.86252782054427,40.873244397208396,77.08547008547008,3,3,10,10
-73.88006516485692,40.874288815033125,78.46894409937889,3,3,10,10
-73.87981496327261,40.874406838390115,78.46894409937889,3,3,10,10
-73.87182992563449,40.876492471351625,78.46894409937889,3,3,10,10
-73.88048901984688,40.88100215066136,78.46894409937889,3,3,10,10
-73.87265805656668,40.882279159353374,78.46894409937889,3,3,10,10
-73.86351177272701,40.87920541519747,78.46894409937889,3,3,10,10
-73.86410187976455,40.87888233882151,78.46894409937889,3,3,10,10
-73.85731753639155,40.87915273295502,78.46894409937889,3,3,10,10
-73.86990421510671,40.88160040885845,77.98372168478214,3,3,10,10
-73.85689601904255,40.87973283238338,78.46894409937889,3,3,10,10
-73.84858500319282,40.87826839550462,78.46894409937889,3,3,10,10
-73.85621585105625,40.87049195000903,78.46894409937889,3,3,10,10
-73.85429456540888,40.866662813546185,75.23793103448276,3,3,10,10
-73.84390991137518,40.86457643003511,78.46894409937889,3,3,10,10
-73.85225647057561,40.87178460135528,78.46894409937889,3,3,10,10
-73.84562326406413,40.872944018727416,78.46894409937889,3,3,10,10
-73.83700213264557,40.87155917238321,78.46894409937889,3,3,10,10
-73.8424372445437,40.864721375291346,78.46894409937889,3,3,10,10
-73.83145511284773,40.86837204349531,78.46894409937889,3,3,10,10
-73.83655456981252,40.8718328816104,78.46894409937889,3,3,10,10
-73.8315027947703,40.871221326333085,78.46894409937889,3,3,10,10
-73.8502458348483,40.87818862753511,78.46894409937889,3,3,10,10
-73.8537659801648,40.87611738924099,78.46894409937889,3,3,10,10
-73.8483374129795,40.877516468138666,78.46894409937889,3,3,10,10
-73.85329011060844,40.8847704360414,77.45725418908947,3,3,10,10
-73.84347098051985,40.88375208588813,78.46894409937889,3,3,10,10
-73.83994130557298,40.88471680929521,78.46894409937889,3,3,10,10
-73.83680858224041,40.87794586241575,78.46894409937889,3,3,10,10
-73.82915952385416,40.87475746540906,78.46894409937889,3,3,10,10
-73.83958933464137,40.88326054552269,78.46894409937889,3,3,10,10
-73.83290309828784,40.884246277729986,78.46894409937889,3,3,10,10
-73.99238522402548,40.6168250148873,78.46894409937889,4,3,10,10
-74.01500355556325,40.61928957892174,78.46894409937889,4,3,10,10
-74.01306223947492,40.614901194263325,78.46894409937889,4,3,10,10
-74.00923181460772,40.6127834596487,78.46894409937889,4,3,10,10
-74.01159448673658,40.62004760800363,78.46894409937889,4,3,10,10
-74.01009852777898,40.61857140143109,78.46894409937889,4,3,10,10
-73.99875454682018,40.620138795076656,78.46894409937889,4,3,10,10
-73.99874657727426,40.61196868350296,78.46894409937889,4,3,10,10
-73.9903586865246,40.61120145982831,78.46894409937889,4,3,10,10
-74.00219016047302,40.616523078155645,75.67086607062224,4,3,10,10
-73.99500982010069,40.617354413403866,78.46894409937889,4,3,10,10
-74.00927591788997,40.62564450815934,77.6370522503423,4,3,10,10
-74.01271551114222,40.62121742683846,78.46894409937889,4,3,10,10
-74.0107017648728,40.62265014745656,78.46894409937889,4,3,10,10
-74.01728566695095,40.62760313221695,76.89375676685606,4,3,10,10
-74.00935594171712,40.62558853689007,77.6370522503423,4,3,10,10
-73.99035564438387,40.625606542017735,78.46894409937889,4,3,10,10
-73.99748148073604,40.620980109643504,78.46894409937889,4,3,10,10
-73.99022223972703,40.62097754497387,78.46894409937889,4,3,10,10
-73.99695985333645,40.63073419402485,77.98372168478214,4,3,10,10
-73.99210372972728,40.62833355437192,77.98372168478214,4,3,10,10
-73.97554894466086,40.61654945352543,78.46894409937889,4,3,10,10
-73.98781303005501,40.61952513145098,78.46894409937889,4,3,10,10
-73.9892052872496,40.611210529296265,78.46894409937889,4,3,10,10
-73.97615900530586,40.610920093441834,78.46894409937889,4,3,10,10
-73.9888577239978,40.61928820625577,78.46894409937889,4,3,10,10
-73.97767296993709,40.620203802558294,78.46894409937889,4,3,10,10
-73.9668660111706,40.61370897439752,78.46894409937889,4,3,10,10
-73.97609093928568,40.610095003669294,78.46894409937889,4,3,10,10
-73.9635048014481,40.609827654734666,78.46894409937889,4,3,10,10
-73.97522061109443,40.61722051950842,78.46894409937889,4,3,10,10
-73.9690057128212,40.61568981280289,76.79650092081032,4,3,10,10
-73.98742891736588,40.6256305071613,78.46894409937889,4,3,10,10
-73.98704121952733,40.620356389289576,78.46894409937889,4,3,10,10
-73.9814197789597,40.62417726141698,78.46894409937889,4,3,10,10
-73.98908247933083,40.62720181732427,78.46894409937889,4,3,10,10
-73.97674605256066,40.630010680954356,77.08547008547008,4,3,10,10
-73.97070363224901,40.6287605184868,78.46894409937889,4,3,10,10
-73.96918170827945,40.62089473169915,76.79650092081032,4,3,10,10
-73.9622371720152,40.62209306330702,78.46894409937889,4,3,10,10
-73.96954911223375,40.627897933353225,78.46894409937889,4,3,10,10
-73.96750375385824,40.62804824593369,78.46894409937889,4,3,10,10
-73.9983997260491,40.64232074368863,78.46894409937889,4,3,10,10
-74.0095000971687,40.63467893689505,78.46894409937889,4,3,10,10
-74.0170210640521,40.63353520195208,78.46894409937889,4,3,10,10
-74.00631938356736,40.63571026361723,78.46894409937889,4,3,10,10
-74.01731219057145,40.64094488774833,78.46894409937889,4,3,10,10
-74.0062872850514,40.63721993873343,78.46894409937889,4,3,10,10
-74.00018359267098,40.633135959624774,78.46894409937889,4,3,10,10
-73.99973184761448,40.635917864167816,78.46894409937889,4,3,10,10
-73.99462551585246,40.63426181627841,77.98372168478214,4,3,10,10
-73.99984420988164,40.63861984039632,78.46894409937889,4,3,10,10
-73.99216784367796,40.64033648087011,78.46894409937889,4,3,10,10
-74.00895215161826,40.647881853533804,78.46894409937889,4,3,10,10
-74.0129806603854,40.64566715384704,78.46894409937889,4,3,10,10
-74.00401429953536,40.64534641030112,78.46894409937889,4,3,10,10
-74.01244494622708,40.64733450506717,78.46894409937889,4,3,10,10
-74.00486530568386,40.65024714082388,78.46894409937889,4,3,10,10
-74.00233926548124,40.645802261933426,78.46894409937889,4,3,10,10
-74.00138303278048,40.6440517157407,78.46894409937889,4,3,10,10
-73.99451440739814,40.6424762795288,78.46894409937889,4,3,10,10
-73.99927214173239,40.64793496576926,78.46894409937889,4,3,10,10
-73.99695613106577,40.647946589515406,78.46894409937889,4,3,10,10
-73.96951320050533,40.63492161449648,78.46894409937889,4,3,10,10
-73.98195293545332,40.640489155264234,78.46894409937889,4,3,10,10
-73.98758644862488,40.63589755136254,76.09166295045763,4,3,10,10
-73.97612624454369,40.634858402305426,78.46894409937889,4,3,10,10
-73.9846963056043,40.63779843176193,78.46894409937889,4,3,10,10
-73.97762104274273,40.63964204567401,78.46894409937889,4,3,10,10
-73.96269675460887,40.6378243638422,78.46894409937889,4,3,10,10
-73.9697316806963,40.63550236382446,78.46894409937889,4,3,10,10
-73.963613558623,40.63554208742181,78.46894409937889,4,3,10,10
-73.97476719823382,40.636649835021544,78.46894409937889,4,3,10,10
-73.96260430880088,40.63845007338866,78.46894409937889,4,3,10,10
-73.97902107013059,40.644473944036456,78.46894409937889,4,3,10,10
-73.99001531707219,40.646331898446775,77.08547008547008,4,3,10,10
-73.97874740737026,40.644975708108824,78.46894409937889,4,3,10,10
-73.99001531707219,40.6516974360414,78.46894409937889,4,3,10,10
-73.98173757920291,40.64980441132556,78.46894409937889,4,3,10,10
-73.96948746545546,40.650327496132896,78.46894409937889,4,3,10,10
-73.97255410061598,40.64382789855049,78.46894409937889,4,3,10,10
-73.96775800808557,40.64440092267832,78.46894409937889,4,3,10,10
-73.97123837432815,40.650912112868035,78.46894409937889,4,3,10,10
-73.96392066526609,40.649916602811864,78.46894409937889,4,3,10,10
-73.8260303131722,40.67737538122215,78.46894409937889,5,3,10,10
-73.85843343333826,40.66961339074226,78.46894409937889,5,3,10,10
-73.86263047067317,40.66893157013137,78.46894409937889,5,3,10,10
-73.85775561997283,40.669211906681774,78.46894409937889,5,3,10,10
-73.87058969857893,40.67925099211561,78.46894409937889,5,3,10,10
-73.85743768097589,40.68198611893085,78.46894409937889,5,3,10,10
-73.82406322171109,40.67856223769399,78.46894409937889,5,3,10,10
-73.83005463308886,40.665868637385294,77.56050940022232,5,3,10,10
-73.81505669552935,40.67582886272982,78.46894409937889,5,3,10,10
-73.83324696169986,40.68212516628707,78.46894409937889,5,3,10,10
-73.82663859962447,40.684515972449425,78.46894409937889,5,3,10,10
-73.86540350402404,40.695392819899126,78.46894409937889,5,3,10,10
-73.86351874677646,40.69894260932841,78.46894409937889,5,3,10,10
-73.84777779035034,40.69910382520651,78.46894409937889,5,3,10,10
-73.86859374194756,40.70143701965867,78.46894409937889,5,3,10,10
-73.85825084641091,40.70379253520048,78.46894409937889,5,3,10,10
-73.83650789899175,40.706496601539634,78.46894409937889,5,3,10,10
-73.83460247516308,40.69704934259066,78.46894409937889,5,3,10,10
-73.81389545508603,40.69281696008882,78.46894409937889,5,3,10,10
-73.83778531894262,40.70570750793161,78.46894409937889,5,3,10,10
-73.81518212546865,40.70128129957608,78.46894409937889,5,3,10,10
-73.80855910424829,40.71052079706676,78.46894409937889,5,3,10,10
-73.81012618587003,40.675326106129866,78.46894409937889,5,3,10,10
-73.81000738174434,40.671629389353946,78.46894409937889,5,3,10,10
-73.79464874448973,40.67188952580151,78.46894409937889,5,3,10,10
-73.79780690068793,40.679029901414715,78.46894409937889,5,3,10,10
-73.79455830513822,40.68188522549653,78.46894409937889,5,3,10,10
-73.77993095110772,40.67954554189913,78.46894409937889,5,3,10,10
-73.77911018951036,40.665232670655485,78.46894409937889,5,3,10,10
-73.7563864626341,40.66981650558934,78.46894409937889,5,3,10,10
-73.76799020713442,40.683225624917924,78.46894409937889,5,3,10,10
-73.7496534964359,40.6831979562241,78.46894409937889,5,3,10,10
-73.80079970109101,40.70159880896603,78.46894409937889,5,3,10,10
-73.80814620096032,40.69548934507132,78.46894409937889,5,3,10,10
-73.78428096412678,40.68871150884318,78.46894409937889,5,3,10,10
-73.80253579360864,40.70254469865415,78.46894409937889,5,3,10,10
-73.79620518023495,40.70249025050775,78.46894409937889,5,3,10,10
-73.75845056015682,40.6902005373998,78.46894409937889,5,3,10,10
-73.77743818392494,40.69457137999956,78.46894409937889,5,3,10,10
-73.7585533033382,40.69103102426224,78.46894409937889,5,3,10,10
-73.76812685806695,40.709813629296306,78.46894409937889,5,3,10,10
-73.76099406708515,40.707403378747486,78.46894409937889,5,3,10,10
-73.83606633050067,40.73852618157235,78.46894409937889,5,3,10,10
-73.87280705740139,40.73054423836806,78.46894409937889,5,3,10,10
-73.86861552476147,40.71973772249046,74.17446079419473,5,3,10,10
-73.85567176932018,40.71126691824607,78.46894409937889,5,3,10,10
