x,y,inferred_value,k,qw
-73.9983487605893,40.632830518226505,77.98372168478214,100,4
-73.98168187355509,40.632830518226505,49.005208333333336,100,4
-73.9761262445437,40.632830518226505,75.23793103448276,100,4
-73.96501498652088,40.632830518226505,72.5497737556561,100,4
-74.0150156476235,40.63702316662982,72.5497737556561,100,4
-74.0094600186121,40.63702316662982,78.46894409937889,100,4
-73.9983487605893,40.63702316662982,76.79650092081032,100,4
-73.9872375025665,40.63702316662982,76.09166295045763,100,4
-73.98168187355509,40.63702316662982,72.5497737556561,100,4
-74.0150156476235,40.64121581503312,78.46894409937889,100,4
-74.0094600186121,40.64121581503312,72.5497737556561,100,4
-74.0039043896007,40.64121581503312,74.79353233830845,100,4
-73.9983487605893,40.64121581503312,72.5497737556561,100,4
-73.9927931315779,40.64121581503312,78.46894409937889,100,4
-73.9761262445437,40.64121581503312,74.79353233830845,100,4
-73.9705706155323,40.64121581503312,74.79353233830845,100,4
-73.96501498652088,40.64121581503312,72.5497737556561,100,4
-74.0094600186121,40.64540846343644,76.79650092081032,100,4
-74.0039043896007,40.64540846343644,78.46894409937889,100,4
-73.9983487605893,40.64540846343644,72.5497737556561,100,4
-73.9927931315779,40.64540846343644,74.79353233830845,100,4
-73.9761262445437,40.64540846343644,74.79353233830845,100,4
-73.9705706155323,40.64540846343644,72.5497737556561,100,4
-73.96501498652088,40.64540846343644,72.5497737556561,100,4
-74.0094600186121,40.64960111183974,74.79353233830845,100,4
-74.0039043896007,40.64960111183974,74.79353233830845,100,4
-73.9983487605893,40.64960111183974,78.46894409937889,100,4
-73.9927931315779,40.64960111183974,74.79353233830845,100,4
-73.9872375025665,40.64960111183974,76.69840312313019,100,4
-73.98168187355509,40.64960111183974,78.46894409937889,100,4
-73.86766975564487,40.66882348326488,73.66597642561324,100,5
-73.8552469915176,40.66882348326488,76.49955753992197,100,5
-73.83040146326309,40.66882348326488,74.79353233830845,100,5
-73.81797869913584,40.66882348326488,74.79353233830845,100,5
-73.7931331708813,40.66882348326488,75.62780656303971,100,5
-73.76828764262679,40.66882348326488,78.46894409937889,100,5
-73.86766975564487,40.678198530100445,74.67136517405697,100,5
-73.84282422739034,40.678198530100445,74.79353233830845,100,5
-73.80555593500856,40.678198530100445,76.52817437654674,100,5
-73.7931331708813,40.678198530100445,74.79353233830845,100,5
-73.76828764262679,40.678198530100445,76.79650092081032,100,5
-73.8552469915176,40.687573576936,76.79650092081032,100,5
-73.83040146326309,40.687573576936,76.79650092081032,100,5
-73.76828764262679,40.687573576936,78.1502732240437,100,5
-73.75586487849952,40.687573576936,72.5497737556561,100,5
-73.86766975564487,40.69694862377156,78.46894409937889,100,5
-73.8552469915176,40.69694862377156,78.46894409937889,100,5
-73.83040146326309,40.69694862377156,74.79353233830845,100,5
-73.81797869913584,40.69694862377156,76.29727427597956,100,5
-73.7931331708813,40.69694862377156,74.79353233830845,100,5
-73.78071040675405,40.69694862377156,72.5497737556561,100,5
-73.75586487849952,40.69694862377156,76.09166295045763,100,5
-73.86766975564487,40.70632367060712,74.79353233830845,100,5
-73.83040146326309,40.70632367060712,76.79650092081032,100,5
-73.76828764262679,40.70632367060712,72.5497737556561,100,5
-73.75586487849952,40.70632367060712,72.5497737556561,100,5
-73.8552469915176,40.715698717442685,72.5497737556561,100,5
-73.83040146326309,40.715698717442685,78.46894409937889,100,5
-73.7931331708813,40.715698717442685,76.95448676565525,100,5
-73.75586487849952,40.715698717442685,72.5497737556561,100,5
-73.8552469915176,40.72507376427824,56.11756373937676,100,5
-73.83040146326309,40.72507376427824,76.74349944394429,100,5
-73.81797869913584,40.72507376427824,72.5497737556561,100,5
-73.80555593500856,40.72507376427824,71.2545491306106,100,5
-73.7931331708813,40.72507376427824,78.46894409937889,100,5
-73.78071040675405,40.72507376427824,78.46894409937889,100,5
-73.75586487849952,40.72507376427824,74.79353233830845,100,5
-73.86766975564487,40.7344488111138,72.5497737556561,100,5
-73.8552469915176,40.7344488111138,73.14648591734667,100,5
-73.83040146326309,40.7344488111138,72.5497737556561,100,5
-73.80555593500856,40.7344488111138,78.46894409937889,100,5
-73.7931331708813,40.7344488111138,78.1502732240437,100,5
-73.78071040675405,40.7344488111138,76.95448676565525,100,5
-73.84282422739034,40.743823857949366,77.08547008547008,100,5
-73.83040146326309,40.743823857949366,78.46894409937889,100,5
-73.80555593500856,40.743823857949366,77.98372168478214,100,5
-73.7931331708813,40.743823857949366,71.53245480287518,100,5
-73.76828764262679,40.743823857949366,75.67086607062224,100,5
-73.75586487849952,40.743823857949366,76.79650092081032,100,5
-73.86766975564487,40.753198904784924,74.79353233830845,100,5
-73.84282422739034,40.753198904784924,74.17446079419473,100,5
-73.83040146326309,40.753198904784924,72.5497737556561,100,5
-73.80555593500856,40.753198904784924,70.97606335646913,100,5
-73.76828764262679,40.753198904784924,77.81259331273219,100,5
-73.75586487849952,40.753198904784924,72.5497737556561,100,5
-73.91561475564487,40.667228483264786,74.79353233830845,100,6
-73.90319199151762,40.667228483264786,72.5497737556561,100,6
-73.89076922739036,40.667228483264786,77.27334679454822,100,6
-73.87834646326309,40.667228483264786,77.81259331273219,100,6
-73.86592369913583,40.667228483264786,73.66597642561324,100,6
-73.85350093500857,40.667228483264786,76.49955753992197,100,6
-73.8410781708813,40.667228483264786,78.46894409937889,100,6
-73.82865540675405,40.667228483264786,77.56050940022232,100,6
-73.81623264262679,40.667228483264786,72.5497737556561,100,6
-73.80380987849952,40.667228483264786,78.46894409937889,100,6
-73.91561475564487,40.67660353010035,78.46894409937889,100,6
-73.89076922739036,40.67660353010035,71.2545491306106,100,6
-73.87834646326309,40.67660353010035,76.95448676565525,100,6
-73.86592369913583,40.67660353010035,72.5497737556561,100,6
-73.85350093500857,40.67660353010035,78.46894409937889,100,6
-73.8410781708813,40.67660353010035,76.89375676685606,100,6
-73.81623264262679,40.67660353010035,74.79353233830845,100,6
-73.80380987849952,40.67660353010035,78.46894409937889,100,6
-73.90319199151762,40.68597857693592,78.46894409937889,100,6
-73.89076922739036,40.68597857693592,77.81259331273219,100,6
-73.87834646326309,40.68597857693592,78.46894409937889,100,6
-73.8410781708813,40.68597857693592,74.79353233830845,100,6
-73.82865540675405,40.68597857693592,76.79650092081032,100,6
-73.80380987849952,40.68597857693592,76.29727427597956,100,6
-73.91561475564487,40.695353623771496,74.17446079419473,100,6
-73.89076922739036,40.695353623771496,76.79650092081032,100,6
-73.87834646326309,40.695353623771496,72.5497737556561,100,6
-73.86592369913583,40.695353623771496,78.46894409937889,100,6
-73.85350093500857,40.695353623771496,72.5497737556561,100,6
-73.82865540675405,40.695353623771496,78.46894409937889,100,6
-73.81623264262679,40.695353623771496,76.69840312313019,100,6
-73.91561475564487,40.70472867060707,76.79650092081032,100,6
-73.90319199151762,40.70472867060707,74.79353233830845,100,6
-73.89076922739036,40.70472867060707,71.53245480287518,100,6
-73.87834646326309,40.70472867060707,74.79353233830845,100,6
-73.86592369913583,40.70472867060707,74.79353233830845,100,6
-73.85350093500857,40.70472867060707,72.5497737556561,100,6
-73.82865540675405,40.70472867060707,76.79650092081032,100,6
-73.81623264262679,40.70472867060707,76.29727427597956,100,6
-73.90319199151762,40.71410371744264,77.08547008547008,100,6
-73.89076922739036,40.71410371744264,74.42455858747992,100,6
-73.87834646326309,40.71410371744264,72.3495053672911,100,6
-73.85350093500857,40.71410371744264,76.89375676685606,100,6
-73.82865540675405,40.71410371744264,74.79353233830845,100,6
-73.91561475564487,40.723478764278205,78.46894409937889,100,6
-73.87834646326309,40.723478764278205,72.5497737556561,100,6
-73.85350093500857,40.723478764278205,76.74349944394429,100,6
-73.82865540675405,40.723478764278205,76.74349944394429,100,6
-73.81623264262679,40.723478764278205,72.5497737556561,100,6
-73.80380987849952,40.723478764278205,71.2545491306106,100,6
-73.91561475564487,40.73285381111378,72.5497737556561,100,6
-73.90319199151762,40.73285381111378,76.95448676565525,100,6
-73.87834646326309,40.73285381111378,78.46894409937889,100,6
-73.82865540675405,40.73285381111378,72.5497737556561,100,6
-73.80380987849952,40.73285381111378,76.79650092081032,100,6
-73.91561475564487,40.74222885794934,74.79353233830845,100,6
-73.90319199151762,40.74222885794934,72.5497737556561,100,6
-73.89076922739036,40.74222885794934,74.17446079419473,100,6
-73.86592369913583,40.74222885794934,75.45587153714146,100,6
-73.85350093500857,40.74222885794934,72.5497737556561,100,6
-73.8410781708813,40.74222885794934,77.08547008547008,100,6
-73.82865540675405,40.74222885794934,78.46894409937889,100,6
-73.81623264262679,40.74222885794934,76.79650092081032,100,6
-73.80380987849952,40.74222885794934,77.98372168478214,100,6
-73.90319199151762,40.751603904784915,76.79650092081032,100,6
-73.89076922739036,40.751603904784915,77.08547008547008,100,6
-73.86592369913583,40.751603904784915,74.79353233830845,100,6
-73.85350093500857,40.751603904784915,78.46894409937889,100,6
-73.8410781708813,40.751603904784915,78.46894409937889,100,6
-73.82865540675405,40.751603904784915,76.79650092081032,100,6
-73.81623264262679,40.751603904784915,77.98372168478214,100,6
-74.00697427354459,40.718753326425414,74.79353233830845,10000,1
-74.00679858912949,40.718753326425414,72.5497737556561,10000,1
-74.00662290471436,40.718753326425414,72.5497737556561,10000,1
-74.00644722029926,40.718753326425414,72.5497737556561,10000,1
-74.0001225813553,40.718753326425414,74.79353233830845,10000,1
-73.9999468969402,40.718753326425414,74.79353233830845,10000,1
-73.99977121252508,40.718753326425414,74.79353233830845,10000,1
-73.99959552810998,40.718753326425414,74.79353233830845,10000,1
-73.99941984369485,40.718753326425414,74.79353233830845,10000,1
-73.99924415927975,40.718753326425414,76.52817437654674,10000,1
-73.99889279044953,40.718753326425414,78.46894409937889,10000,1
-73.99871710603443,40.718753326425414,78.46894409937889,10000,1
-73.99854142161931,40.718753326425414,78.46894409937889,10000,1
-73.99836573720421,40.718753326425414,78.46894409937889,10000,1
-73.99783868395888,40.718753326425414,76.79650092081032,10000,1
-73.99731163071354,40.718753326425414,78.46894409937889,10000,1
-73.99713594629844,40.718753326425414,72.5497737556561,10000,1
-73.99696026188332,40.718753326425414,74.79353233830845,10000,1
-73.9966088930531,40.718753326425414,71.80662755522961,10000,1
-73.996433208638,40.718753326425414,78.46894409937889,10000,1
-73.99590615539267,40.718753326425414,76.79650092081032,10000,1
-73.99555478656245,40.718753326425414,76.79650092081032,10000,1
-73.99537910214733,40.718753326425414,78.46894409937889,10000,1
-73.99520341773223,40.718753326425414,78.46894409937889,10000,1
-73.99379794241135,40.718753326425414,71.53245480287518,10000,1
-73.99362225799624,40.718753326425414,72.61783238815376,10000,1
-73.99327088916601,40.718753326425414,74.67136517405697,10000,1
-73.99186541384515,40.718753326425414,76.79650092081032,10000,1
-73.9911626761847,40.718753326425414,76.79650092081032,10000,1
-73.99098699176959,40.718753326425414,76.95448676565525,10000,1
-73.99081130735448,40.718753326425414,76.95448676565525,10000,1
-73.99063562293938,40.718753326425414,73.40781387181738,10000,1
-73.99045993852425,40.718753326425414,72.5497737556561,10000,1
-74.00697427354459,40.71888590960924,74.79353233830845,10000,1
-74.00679858912949,40.71888590960924,74.79353233830845,10000,1
-74.0001225813553,40.71888590960924,74.79353233830845,10000,1
-73.9999468969402,40.71888590960924,74.79353233830845,10000,1
-73.99977121252508,40.71888590960924,74.79353233830845,10000,1
-73.99959552810998,40.71888590960924,74.79353233830845,10000,1
-73.99941984369485,40.71888590960924,74.79353233830845,10000,1
-73.99924415927975,40.71888590960924,74.79353233830845,10000,1
-73.99871710603443,40.71888590960924,78.46894409937889,10000,1
-73.99854142161931,40.71888590960924,78.46894409937889,10000,1
-73.99836573720421,40.71888590960924,78.46894409937889,10000,1
-73.99801436837399,40.71888590960924,76.79650092081032,10000,1
-73.99783868395888,40.71888590960924,78.46894409937889,10000,1
-73.99766299954376,40.71888590960924,78.46894409937889,10000,1
-73.996433208638,40.71888590960924,78.46894409937889,10000,1
-73.99590615539267,40.71888590960924,74.17446079419473,10000,1
-73.99573047097755,40.71888590960924,74.42455858747992,10000,1
-73.99520341773223,40.71888590960924,72.88307260328922,10000,1
-73.99502773331712,40.71888590960924,72.88307260328922,10000,1
-73.99379794241135,40.71888590960924,71.53245480287518,10000,1
-73.99362225799624,40.71888590960924,72.61783238815376,10000,1
-73.99344657358114,40.71888590960924,74.67136517405697,10000,1
-73.99327088916601,40.71888590960924,74.67136517405697,10000,1
-73.99186541384515,40.71888590960924,72.5497737556561,10000,1
-73.99168972943002,40.71888590960924,72.5497737556561,10000,1
-73.99063562293938,40.71888590960924,73.40781387181738,10000,1
-73.99045993852425,40.71888590960924,72.5497737556561,10000,1
-74.00697427354459,40.71901849279307,74.79353233830845,10000,1
-74.0001225813553,40.71901849279307,74.79353233830845,10000,1
-73.9999468969402,40.71901849279307,74.79353233830845,10000,1
-73.99977121252508,40.71901849279307,74.79353233830845,10000,1
-73.99959552810998,40.71901849279307,74.79353233830845,10000,1
-73.99941984369485,40.71901849279307,74.79353233830845,10000,1
-73.99924415927975,40.71901849279307,74.79353233830845,10000,1
-73.99871710603443,40.71901849279307,78.46894409937889,10000,1
-73.99854142161931,40.71901849279307,78.46894409937889,10000,1
-73.99836573720421,40.71901849279307,78.46894409937889,10000,1
-73.99819005278908,40.71901849279307,78.46894409937889,10000,1
-73.99801436837399,40.71901849279307,78.46894409937889,10000,1
-73.99783868395888,40.71901849279307,73.14648591734667,10000,1
-73.99766299954376,40.71901849279307,71.80662755522961,10000,1
-73.99573047097755,40.71901849279307,74.42455858747992,10000,1
-73.99555478656245,40.71901849279307,74.42455858747992,10000,1
-73.99537910214733,40.71901849279307,74.42455858747992,10000,1
-73.99520341773223,40.71901849279307,72.88307260328922,10000,1
-73.99502773331712,40.71901849279307,72.88307260328922,10000,1
-73.994852048902,40.71901849279307,72.88307260328922,10000,1
-73.99432499565668,40.71901849279307,74.79353233830845,10000,1
-73.99414931124156,40.71901849279307,74.79353233830845,10000,1
-73.99362225799624,40.71901849279307,72.61783238815376,10000,1
-73.99344657358114,40.71901849279307,74.67136517405697,10000,1
-73.99327088916601,40.71901849279307,74.67136517405697,10000,1
-73.99309520475092,40.71901849279307,74.67136517405697,10000,1
-73.99168972943002,40.71901849279307,72.5497737556561,10000,1
-73.99063562293938,40.71901849279307,73.40781387181738,10000,1
-73.99045993852425,40.71901849279307,72.5497737556561,10000,1
-74.0001225813553,40.719151075976896,70.97606335646913,10000,1
-73.9999468969402,40.719151075976896,74.79353233830845,10000,1
-73.99977121252508,40.719151075976896,74.79353233830845,10000,1
-73.99959552810998,40.719151075976896,74.79353233830845,10000,1
-73.99941984369485,40.719151075976896,74.79353233830845,10000,1
-73.99924415927975,40.719151075976896,76.52817437654674,10000,1
-73.99871710603443,40.719151075976896,78.46894409937889,10000,1
-73.99854142161931,40.719151075976896,78.46894409937889,10000,1
-73.99836573720421,40.719151075976896,78.46894409937889,10000,1
-73.99819005278908,40.719151075976896,78.46894409937889,10000,1
-73.99801436837399,40.719151075976896,73.14648591734667,10000,1
-73.99783868395888,40.719151075976896,73.14648591734667,10000,1
-73.99766299954376,40.719151075976896,71.80662755522961,10000,1
-73.99573047097755,40.719151075976896,74.42455858747992,10000,1
-73.99555478656245,40.719151075976896,74.42455858747992,10000,1
-73.99537910214733,40.719151075976896,74.79353233830845,10000,1
-73.99520341773223,40.719151075976896,74.79353233830845,10000,1
-73.99502773331712,40.719151075976896,72.88307260328922,10000,1
-73.994852048902,40.719151075976896,72.88307260328922,10000,1
-73.99432499565668,40.719151075976896,74.79353233830845,10000,1
-73.99414931124156,40.719151075976896,74.79353233830845,10000,1
-73.99362225799624,40.719151075976896,74.67136517405697,10000,1
-73.99344657358114,40.719151075976896,74.67136517405697,10000,1
-73.99327088916601,40.719151075976896,74.67136517405697,10000,1
-73.99309520475092,40.719151075976896,74.67136517405697,10000,1
-73.99168972943002,40.719151075976896,72.5497737556561,10000,1
-74.0001225813553,40.71928365916072,70.97606335646913,10000,1
-73.9999468969402,40.71928365916072,70.97606335646913,10000,1
-73.99977121252508,40.71928365916072,74.79353233830845,10000,1
-73.99959552810998,40.71928365916072,74.79353233830845,10000,1
-73.99941984369485,40.71928365916072,72.5497737556561,10000,1
-73.99871710603443,40.71928365916072,78.46894409937889,10000,1
-73.99854142161931,40.71928365916072,78.46894409937889,10000,1
-73.99801436837399,40.71928365916072,73.14648591734667,10000,1
-73.99783868395888,40.71928365916072,73.14648591734667,10000,1
-73.99766299954376,40.71928365916072,71.80662755522961,10000,1
-73.99608183980777,40.71928365916072,71.53245480287518,10000,1
-73.99573047097755,40.71928365916072,71.53245480287518,10000,1
-73.99555478656245,40.71928365916072,74.79353233830845,10000,1
-73.99537910214733,40.71928365916072,74.79353233830845,10000,1
-73.99520341773223,40.71928365916072,74.79353233830845,10000,1
-73.99502773331712,40.71928365916072,72.88307260328922,10000,1
-73.994852048902,40.71928365916072,72.88307260328922,10000,1
-73.99432499565668,40.71928365916072,74.79353233830845,10000,1
-73.99414931124156,40.71928365916072,74.79353233830845,10000,1
-73.99362225799624,40.71928365916072,74.67136517405697,10000,1
-73.99344657358114,40.71928365916072,74.67136517405697,10000,1
-73.99327088916601,40.71928365916072,74.67136517405697,10000,1
-73.99309520475092,40.71928365916072,74.67136517405697,10000,1
-74.00029826577043,40.71941624234455,70.97606335646913,10000,1
-74.0001225813553,40.71941624234455,70.97606335646913,10000,1
-73.9999468969402,40.71941624234455,70.97606335646913,10000,1
-73.99977121252508,40.71941624234455,70.97606335646913,10000,1
-73.99959552810998,40.71941624234455,72.5497737556561,10000,1
-73.99941984369485,40.71941624234455,72.5497737556561,10000,1
-73.99783868395888,40.71941624234455,73.14648591734667,10000,1
-73.99713594629844,40.71941624234455,72.5497737556561,10000,1
-73.99696026188332,40.71941624234455,72.5497737556561,10000,1
-73.99590615539267,40.71941624234455,71.53245480287518,10000,1
-73.99573047097755,40.71941624234455,71.53245480287518,10000,1
-73.99537910214733,40.71941624234455,74.79353233830845,10000,1
-73.99520341773223,40.71941624234455,74.79353233830845,10000,1
-73.99432499565668,40.71941624234455,74.79353233830845,10000,1
-73.99414931124156,40.71941624234455,74.17446079419473,10000,1
-73.99344657358114,40.71941624234455,74.67136517405697,10000,1
-73.99327088916601,40.71941624234455,74.67136517405697,10000,1
-73.99309520475092,40.71941624234455,78.46894409937889,10000,1
-73.99291952033579,40.71941624234455,78.46894409937889,10000,1
-73.99274383592069,40.71941624234455,78.46894409937889,10000,1
-73.99045993852425,40.71941624234455,72.5497737556561,10000,1
-74.00047395018552,40.71954882552838,70.97606335646913,10000,1
-74.00029826577043,40.71954882552838,70.97606335646913,10000,1
-74.0001225813553,40.71954882552838,70.97606335646913,10000,1
-73.9999468969402,40.71954882552838,70.97606335646913,10000,1
-73.99977121252508,40.71954882552838,70.97606335646913,10000,1
-73.99959552810998,40.71954882552838,70.97606335646913,10000,1
-73.99941984369485,40.71954882552838,72.5497737556561,10000,1
-73.99713594629844,40.71954882552838,76.52817437654674,10000,1
-73.99696026188332,40.71954882552838,76.52817437654674,10000,1
-73.99678457746822,40.71954882552838,76.52817437654674,10000,1
-73.99590615539267,40.71954882552838,76.79650092081032,10000,1
-73.99537910214733,40.71954882552838,74.79353233830845,10000,1
-73.99520341773223,40.71954882552838,74.79353233830845,10000,1
-73.99414931124156,40.71954882552838,74.17446079419473,10000,1
-73.99327088916601,40.71954882552838,78.46894409937889,10000,1
-73.99309520475092,40.71954882552838,78.46894409937889,10000,1
-73.99291952033579,40.71954882552838,78.46894409937889,10000,1
-73.99274383592069,40.71954882552838,78.46894409937889,10000,1
-73.99045993852425,40.71954882552838,72.5497737556561,10000,1
-74.00047395018552,40.719681408712205,70.97606335646913,10000,1
-74.00029826577043,40.719681408712205,70.97606335646913,10000,1
-74.0001225813553,40.719681408712205,70.97606335646913,10000,1
-73.9999468969402,40.719681408712205,70.97606335646913,10000,1
-73.99977121252508,40.719681408712205,70.97606335646913,10000,1
-73.99959552810998,40.719681408712205,70.97606335646913,10000,1
-73.99941984369485,40.719681408712205,70.97606335646913,10000,1
-73.99819005278908,40.719681408712205,71.80662755522961,10000,1
-73.99801436837399,40.719681408712205,71.80662755522961,10000,1
-73.99713594629844,40.719681408712205,76.52817437654674,10000,1
-73.99696026188332,40.719681408712205,76.52817437654674,10000,1
-73.99678457746822,40.719681408712205,76.52817437654674,10000,1
-73.9962575242229,40.719681408712205,72.88307260328922,10000,1
-73.99590615539267,40.719681408712205,78.46894409937889,10000,1
-73.99573047097755,40.719681408712205,74.79353233830845,10000,1
-73.99537910214733,40.719681408712205,74.79353233830845,10000,1
-73.99520341773223,40.719681408712205,74.79353233830845,10000,1
-73.99327088916601,40.719681408712205,78.46894409937889,10000,1
-73.99309520475092,40.719681408712205,78.46894409937889,10000,1
-73.99291952033579,40.719681408712205,78.46894409937889,10000,1
-73.99045993852425,40.719681408712205,72.5497737556561,10000,1
-74.00064963460062,40.71981399189603,70.97606335646913,10000,1
